REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,C2_5
3085,63,33240417,1026400001836,3085,046311808,10/1/2012,"ЗАО АКБ ""ЭКСПРЕСС-ВОЛГА""","410002, г.Саратов, ул.Мичурина, 166/168",30
3089,45,33544005,1026300003168,3089,044552400,10/1/2012,"ОАО ""Флексинвест Банк""","109004, г. Москва, ул. Николоямская, дом 40, стр. 1",20
3095,45,29307469,1027744003231,3095,044552727,10/1/2012,"КБ ""Рента-Банк"" ОАО","121059,  г. Москва, Бережковская набережная, д.20Г",20
3098,45,40100094,1027700159233,3098,044585253,10/1/2012,"ЗАО КБ ""РУБЛЕВ""","105066, г. Москва, Елоховский проезд, д. 3, стр. 2",30
3099,45,17866421,1037744005771,3099,044585257,10/1/2012,"ОАО ""РФК-банк""","125009,  г. Москва, Георгиевский пер., д.1, стр.1",20
3104,45,40103626,1037739057410,3104,044525239,10/1/2012,"ООО КБ ""ФИНТРАСТБАНК""","125080, г. Москва, Волоколамское шоссе, дом 15/22",20
3105,45,29351720,1027739034201,3105,044585252,10/1/2012,"ООО КБ ""АУЭРБАНК""","109028, г. Москва, Большой Трехсвятительский пер., д.2/1, стр.1",20
3106,82,25162844,1020500003226,3106,048209836,10/1/2012,"ООО ""ТРАНСЭНЕРГОБАНК""","367000 Республика Дагестан, г. Махачкала, ул. Абубакарова, д.18",19
3115,45,29309115,1027739138558,3115,044552621,10/1/2012,"КБ ""Анталбанк"" ООО","109044, г. Москва, ул. Симоновский вал, д. 9",25
3116,45,29316994,1027739469746,3116,044583440,10/1/2012,"ООО КБ ""ЭКО-ИНВЕСТ""","109240,  г. Москва, ул. Верхняя Радищевская, д.18, стр.2",20
3117,45,29351677,1097711000100,3117,044583373,10/1/2012,"АКБ ""Легион"" (ОАО)","127006,  г. Москва, ул. Краснопролетарская, д.7",30
3120,45,35583009,1026100001839,3120,044583713,10/1/2012,"ОАО АКБ ""Донактивбанк""","127254, г. Москва, ул. Руставели, д. 6",20
3122,45,40102868,1027739495794,3122,044583919,10/1/2012,"АКБ ""Ресурс-траст"" (ЗАО)","105066,  г. Москва, ул. Спартаковская, д. 4, стр. 1",20
3123,45,29351758,1077711000036,3123,044583328,10/1/2012,"КБ ""РМБ"" ЗАО","119034,  г. Москва, ул. Пречистенка, д.36, стр.1",20
3124,45,29308428,1027739198200,3124,044579158,10/1/2012,"КБ ""НС Банк"" (ЗАО)","109004, г. Москва, ул. Добровольческая, д. 20, стр. 2",29
3135,36,29351812,1036303380850,3135,043601919,10/1/2012,"ОАО БАНК ""ПРИОРИТЕТ""","443086, г.Самара, ул. Ерошевского, 3",20
3136,60,34111455,1026100002565,3136,046013946,10/1/2012,"ОАО ""Таганрогбанк""","347900, Ростовская область, г.Таганрог, ул. Греческая, 71",21
3137,45,40198845,1027739326757,3137,044585777,10/1/2012,"АКБ ""РосЕвроБанк"" (ОАО)","119991, г. Москва, ул. Вавилова, д. 24",30
3138,45,29318786,1027739098639,3138,044585464,10/1/2012,"ЗАО ""Банк ЖилФинанс""","123001,  г. Москва, ул. Спиридоновка,  д. 27/24",25
3139,45,29318579,1027739515781,3139,044552296,10/1/2012,"АКБ ""Новый Кредитный Союз"" (ЗАО)","107140,  г. Москва, ул. Русаковская, д. 4",20
3154,45,29315003,1027700570523,3154,044579171,10/1/2012,"АКБ ""АЗИМУТ"" (ОАО)","125190,  г. Москва, Ленинградский проспект, д.80/2, корп.5а",20
3161,65,36425689,1026600000074,3161,046577904,10/1/2012,"ОАО ""Банк ""Екатеринбург""","620014, г. Екатеринбург, ул. 8 Марта, 13",25
3163,45,29314653,1027739253794,3163,044579361,10/1/2012,"КБ ""МФБанк"" ООО","115184, г. Москва, ул. Большая Татарская, д. 38/1, строение 1",25
3166,50,53160873,1025400002968,3166-К,045004832,10/1/2012,"РНКО ""Платежный Центр"" (ООО)","630055, г. Новосибирск, ул. Шатурская, д. 2",21
3171,45,29351915,1027739326911,3171,044585775,10/1/2012,"КБ ""МЕЖРЕГИОНАЛЬНЫЙ ПОЧТОВЫЙ БАНК"" ООО","105066,  г. Москва, ул. Старая Басманная, дом 22",25
3172,45,40204899,1027739223687,3172,044579476,10/1/2012,"ОАО ""МОСКОМБАНК""","119146,  г. Москва, 1-я Фрунзенская ул., д.5",20
3173,03,12815693,1020500003919,3173,040349909,10/1/2012,"ООО КБ ""ВНЕШФИНБАНК""","350063, г. Краснодар, Западный округ, ул. им. Орджоникидзе, д. 13/ул. им. Кирова, д. 15",20
3174,45,29323250,1027739542258,3174,044583330,10/1/2012,"ООО КБ ""Транспортный""","107061,  г. Москва, ул.Большая Черкизовская, д.5, корп.8",27
3175,45,40199908,1027739339715,3175,044583349,10/1/2012,"ЗАО КБ ""ИС Банк""","125167,  г. Москва, Эльдорадовский пер., д. 7",20
3176,40,39464738,1027800001570,3176,044030705,10/1/2012,"ОАО ""БАЛТИНВЕСТБАНК""","197101, Санкт-Петербург, ул. Дивенская, дом 1, литера А",30
3177,45,29351921,1027739223775,3177,044583381,10/1/2012,"ООО КБ ""Лайтбанк""","107078,  г. Москва, ул. Новая Басманная, д. 22/2, строение 5,6,7",20
3180,28,31596179,1026900000050,3180,042809790,10/1/2012,"ОАО АКБ ""ТГБ""","170100, г. Тверь, пр-т Чайковского, 1, кор.2",25
3181,45,40107127,1027739409170,3181,044585520,10/1/2012,"ООО КБ ""МНИБ""","111020,  г. Москва, ул. Госпитальный вал, д.16/2",20
3183,45,40287402,1037739700613,3183,044585333,10/1/2012,"ООО Коммерческий Банк ""ХИМЭКСИМБАНК""","109012,  г. Москва, ул. Ильинка, д. 4, помещения 7-15, 67-69",20
3184,07,43357824,1020500002093,3184,040708744,10/1/2012,"КБ ""Континенталь"" ООО","357433, Ставропольский край, г. Железноводск, пос. Иноземцево, ул. Гагарина, 209",20
3185,45,29313754,1037739028678,3185,044585265,10/1/2012,"ООО КБ ""Обибанк""","119049,  г. Москва, ул.Донская, д.13, стр.1",20
3186,60,40510544,1026100007119,3186,046015961,10/1/2012,"ООО КБ ""Кредэксбанк""","344002, г. Ростов-на-Дону, ул. М. Горького, 92/63",21
3187,45,23396940,1027700117279,3187,044552544,10/1/2012,"КБ ""ЕДИНСТВЕННЫЙ"" (ООО)","119992,  г. Москва, Лужнецкая набережная, дом 8, строение 1",20
3190,45,29313719,1037739771640,3190,044583228,10/1/2012,"КБ ""Кутузовский"" ООО","121165,  г. Москва, ул.Студенческая, д.44/28",20
3192,82,40750231,1020500001180,3192,048209943,10/1/2012,"ООО ""МГМБ""","367000, Республика Дагестан, г. Махачкала, ул. М. Горького, д. 23",19
3194,40,39461800,1027800000095,3194,044030702,10/1/2012,"ЗАО ""Сити Инвест Банк""","191187, г. Санкт-Петербург, ул. Шпалерная, д.2/4, литер А",30
3195,45,29313659,1037700051883,3195,044552659,10/1/2012,"КБ ""МИКО-БАНК"" ООО","115487,  г. Москва, ул. Нагатинская, д. 22, корп. 1",20
3197,46,56843673,1025000006855,3197,044583958,10/1/2012,"МКБ ""ОДИНБАНК"" (ООО)","143000, Московская область, город Одинцово, улица Маршала Жукова, дом 9",30
3200,83,23329205,1020700000089,3200,048327723,10/1/2012,"КБ ""ЕВРОСТАНДАРТ"" (ЗАО)","360017, Кабардино-Балкарская Республика, г. Нальчик, ул. Байсултанова, 10",20
3202,18,39320436,1023400000018,3202,041806831,10/1/2012,ОАО НОКССБАНК,"400005, г.ВОЛГОГРАД, ул.7-я Гвардейская,2",20
3203,40,39485686,1027800001976,3203,044030860,10/1/2012,"ЗАО АКБ ""Турбобанк""","190068, Санкт-Петербург, ул. Б.Подъяческая, 19",20
3204,45,29318349,1027739091280,3204,044552120,10/1/2012,"КБ ""РОСПРОМБАНК"" (ООО)","101990,  г. Москва, ул. Мясницкая, дом 35, строение 2",20
3205,45,29320033,1027739327880,3205,044552591,10/1/2012,"ЗАО ""РУССТРОЙБАНК""","109004,  г. Москва, Большой Дровяной переулок, д. 7/9, стр. 1",30
3206,45,40654823,1021600000498,3206,044552749,10/1/2012,"МПБ ""Идельбанк"" (ЗАО)","125080, г.Москва, Волоколамское шоссе, д. 2",20
3207,45,29317321,1027739295968,3207,044599610,10/1/2012,"ЗАО АКБ ""РУНА-БАНК""","101000, г. Москва, ул. Мясницкая, дом 42/2, строение 2",20
3209,46,34904598,1035000002828,3209,044552593,10/1/2012,"ОАО МКБ ""ДОМ-БАНК""","142005, Московская область, г. Домодедово, ул. Советская, д. 19",20
3214,45,29317806,1027700022570,3214,044552821,10/1/2012,"АКБ ""НБВК"" (ЗАО)","127106, г. Москва, ул. Гостиничная, д. 4, кор. 9",20
3223,63,34183785,1026400001870,3223,046322801,10/1/2012,"ОАО ""Газнефтьбанк""","410052, г.Саратов, пр-т 50 лет Октября, 118а",25
3229,45,40130505,1027739246160,3229,044579461,10/1/2012,"АКБ ""Бенифит-банк"" (ЗАО)","125047,  г. Москва, ул. 2-я Брестская, д. 32",30
3231,45,40134041,1027700156164,3231,044579709,10/1/2012,"ООО КБ ""РЭБ""","127549,  г. Москва, ул. Пришвина, д. 8, корп. 2",20
3233,45,29320286,1027739691011,3233,044579995,10/1/2012,"ООО ИКБ ""ЛОГОС""","115035,  г. Москва, 2-й Кадашевский пер., д. 10, стр. 1",30
3234,45,40275706,1027739036687,3234,044579330,10/1/2012,"ООО КБ ""Профит Банк""","115093, г.Москва, 1-й Щипковский переулок, д.3, подъезд 4",30
3235,40,32838957,1027800000910,3235,044030747,10/1/2012,"ОАО ""СЭБ Банк""","195009, г. Санкт-Петербург, ул. Михайлова, д.11",20
3236,45,42809477,1027739051383,3236,044552162,10/1/2012,"ООО КБ ""СОЮЗНЫЙ""","127055,  г. Москва, Тихвинский переулок, д.11, стр. 2",20
3237,70,39027386,1027100000036,3237,047003779,10/1/2012,"КБ ""Первый Экспресс"" (ОАО)","300041, Тульская область, г.Тула, ул. Путейская, 1",20
3238,45,40123876,1027739470252,3238,044579212,10/1/2012,"КБ ""Трансинвестбанк"" (ООО)","123104,  г. Москва, Малый Палашевский пер., д. 5",20
3242,45,29321771,1027739043342,3242-К,044585670,10/1/2012,"ООО ""МКС""","119002, г.Москва, Плотников пер., дом 19/38, стр. 2",20
3245,40,41028826,1022400003944,3245,044030757,10/1/2012,"ОАО ""СИАБ""","196084, г. Санкт-Петербург, ул. Черниговская, 8, лит. А, пом. 1-Н",30
3247,45,29323630,1027739045124,3247,044579800,10/1/2012,"ОАО БАНК ""МОСКВА-СИТИ""","115114,  г. Москва, 2-й Кожевнический переулок, д. 7",25
3250,45,29323043,1027739024642,3250,044585295,10/1/2012,"ИКБ ""ОЛМА-Банк"" (ООО)","127051, г. Москва, ул. Садовая Каретная, д.20, стр.1",20
3251,45,40148343,1027739019142,3251,044525555,10/1/2012,"ОАО ""Промсвязьбанк""","109052,  г. Москва, ул.Смирновская, д.10, стр.22",30
3252,29,40696454,1024000000210,3252,042908701,10/1/2012,"ОАО ""Газэнергобанк""","248030, г. Калуга, ул. Плеханова, 4",30
3255,45,29325987,1027739056927,3255,044525272,10/1/2012,ОАО Банк ЗЕНИТ,"129110, Москва, Банный пер., д.9",30
3256,45,40133354,1037739634206,3256,044579304,10/1/2012,"ООО КБ ""МИЛБАНК""","127055,  г. Москва, ул. Новослободская, д. 20",20
3257,45,40128187,1027739254036,3257,044585747,10/1/2012,"МКИБ ""РОССИТА-БАНК"" ООО","125047,  г. Москва, ул. 1-я Брестская  д.22",20
3261,45,40133419,1027700514049,3261,044525455,10/1/2012,"ООО ""Внешпромбанк""","119991,  г. Москва, Комсомольский проспект, д. 42, строение 1",30
3262,61,39063330,1026200007855,3262,046126790,10/1/2012,"ООО РИКБ ""Ринвестбанк""","390000, г. Рязань, Первомайский проспект, д.14",25
3265,97,35959503,1022100000317,3265,049706723,10/1/2012,"ООО КБ ""Мегаполис""","428032, Чувашская Республика, г.Чебоксары, ул.К.Маркса, дом 22",30
3266,45,40354914,1027739033013,3266,044525126,10/1/2012,"ЗАО АКБ ""ИНТЕРПРОМБАНК""","119019,  г. Москва, Гоголевский б-р, дом 9, стр. 1",30
3267,45,40356362,1027739199124,3267,044579797,10/1/2012,"ОАО КБ ""МАСТ-Банк""","107014, г. Москва, ул. Бабаевская, д. 6",30
3269,53,36392180,1025600002230,3269,045354885,10/1/2012,"ОАО ""БАНК ОРЕНБУРГ""","460024, Оренбургская область, г. Оренбург, ул. Маршала Г.К.Жукова, 25",25
3270,45,42771875,1027739059710,3270,044552297,10/1/2012,"КБ ""ВЕГА-БАНК"" (ООО)","105118, г. Москва, проспект Буденного, д. 32 ""А""",30
3271,33,41442454,1024300000097,3271,043304757,10/1/2012,"ЗАО ""Первый Дортрансбанк""","610006, г.Киров, Октябрьский проспект, д. 24",30
3273,45,42771527,1037739162779,3273,044525193,10/1/2012,"(ЗАО ""ЕвроАксис Банк"")","123104,  г. Москва, Спиридоньевский переулок, д. 17, стр. 1",20
3275,45,42947989,1027739041406,3275,044525347,10/1/2012,"КБ ""Гаранти Банк - Москва"" (ЗАО)","123317,  г. Москва, Пресненская набережная, д. 8, стр. 1",20
3278,54,41684074,1025700000578,3278,045402719,10/1/2012,"Банк ""ЦЕРИХ"" (ЗАО)","302030, г. Ор?л, ул. Московская, 29",25
3279,45,43433198,1027800000480,3279,044552589,10/1/2012,"НБ ""ТРАСТ"" (ОАО)","105066, г. Москва, ул. Спартаковская, дом 5, стр. 1",30
3283,45,42479376,1027400000858,3283,044552637,10/1/2012,"ОАО ""НБК-Банк""","115035, г. Москва, Садовническая набережная, д. 69",25
3286,82,40772422,1020500000553,3286,048209964,10/1/2012,"ООО ""Дагэнергобанк""","367000, Республика Дагестан, г.Махачкала, пр.Р.Гамзатова, 39 ""А""",21
3287,45,42881635,1027739186914,3287,044525880,10/1/2012,"ОАО ""ВБРР""","129594,  г. Москва, Сущевский вал, дом 65, корп.1",30
3288,40,44277665,1037858008506,3288,044030741,10/1/2012,"ООО КБ ""Финансовый капитал""","190121, г. Санкт-Петербург, ул.Садовая, дом 121, литер А",30
3291,45,42949184,1027739125303,3291,044525300,10/1/2012,"""ООО ПЧРБ""","119454, г. Москва, ул. Лобачевского, д. 27",30
3292,45,42943661,1027739326449,3292,044525700,10/1/2012,"ЗАО ""Райффайзенбанк""","129090,  г. Москва, ул.Троицкая, д.17, стр. 1",25
3293,45,44999855,1027739671288,3293,044585674,10/1/2012,"""Русьуниверсалбанк"" (ООО)","105064, г. Москва, Малый Казенный пер., д.14, стр.1",20
3294,45,42949474,1027739132563,3294-К,044583505,10/1/2012,НКО ЗАО НРД,"125009, г.Москва, Средний Кисловский пер., д.1/13, стр.8",20
3295,45,44998074,1037739768604,3295,044552506,10/1/2012,"ООО КБ ""ФПК""","125057, г.Москва, Чапаевский пер., д.3",30
3296,45,42948629,1037739447350,3296,044579203,10/1/2012,"АКБ ""НАШ ДОМ"" (ЗАО)","127473,  г. Москва, улица Селезневская, дом 15 А, строение 1",20
3298,90,44618965,1021500000730,3298,049033758,10/1/2012,"АКБ ""КЭБ"" (ЗАО)","362025, Республика Северная Осетия - Алания , г.Владикавказ, ул. Фрунзе,24",20
3303,45,45069294,1027739278973,3303,044585218,10/1/2012,Азия-Инвест Банк (ЗАО),"119180, г. Москва, 2-й Казачий пер., д. 3, стр. 1",20
3304,45,45079186,1027739445337,3304-К,044552501,10/1/2012,"НКО ЗАО ""ЛИДЕР""","127015, г. Москва, ул. Большая Новодмитровская, д. 14, стр. 7",20
3306,40,45549516,1027800000931,3306-К,044030505,10/1/2012,ЗАО ПРЦ,"191011, Санкт-Петербург, Садовая, 12/23",25
3307,40,44400887,1022900002113,3307,044030888,10/1/2012,"ЗАО ""Данске банк""","191119, г. Санкт-Петербург, ул. Марата, 69-71, литер А",25
3308,50,45459457,1025400004915,3308-К,045004808,10/1/2012,ЗАО СРЦ,"630007, город Новосибирск, улица Коммунистическая, № 27/29",20
3309,40,45563692,1027800000678,3309-К,044030301,10/1/2012,"ООО ""Расчетный центр Финансового Дома""","191028, Санкт-Петербург, улица Моховая, дом 26, помещение 34-Н, литер ""А""",20
3311,45,46360991,1037739326063,3311,044525767,10/1/2012,"ЗАО ""КРЕДИТ ЕВРОПА БАНК""","129090, г. Москва, Олимпийский проспект, дом 14",30
3312,45,47311664,1027739267896,3312,044579815,10/1/2012,"МБО ""ОРГБАНК"" (ООО)","115419,  г. Москва, Орджоникидзе, д.11, стр.44",30
3315,90,44627438,1021500000202,3315,049033764,10/1/2012,"АКБ ""БРР"" (ОАО)","362019, Республика Северная Осетия-Алания, г.Владикавказ, ул. Шмулевича, 8а",20
3316,45,47359576,1027739023180,3316,044579851,10/1/2012,"ЗАО ""ДжиИ Мани Банк""","115035, г. Москва, ул. Садовническая, д. 82, стр.2",30
3318,70,24644469,1027100000311,3318-Р,047003303,10/1/2012,"НКО РКЦ ""БИТ"" (ОАО)","300026, Тульская область, г.Тула, пр. Ленина, 102, кор.4",20
3319,12,48311413,1025200000803,3319-Р,041203501,10/1/2012,"РНКО ""ФРЦ"" ЗАО","414056, Астраханская обл.,  г. Астрахань, Ленинский район, пер. Чернышева, д. 1, литер строения А, помещение 004",20
3323,45,47494727,1032580000012,3323-Р,044552100,10/1/2012,"НКО ЗАО ""МИГОМ""","115184, г. Москва, Средний Овчинниковский пер., 3",30
3324,36,43957381,1026300001859,3324-Р,043601592,10/1/2012,ЗАО РП СВМБ,"443011, г. Самара, Октябрьский район, ул.Советской Армии, д.238 ""В""",20
3325,05,29769787,1022500001039,3325-Р,040507301,10/1/2012,ЗАО НКО МРЦ,"690091, Приморский край, г.Владивосток, ул.Пограничная, 15в",20
3326,45,41721444,1026600000745,3326-Р,044552402,10/1/2012,ЗАО УРП,"123001, г. Москва, ул. Садовая-Кудринская, д. 32, стр. 2, помещение ""V""",20
3328,45,18427242,1027739369041,3328,044525101,10/1/2012,"ООО ""Дойче Банк""","115035, г. Москва, ул. Садовническая, д. 82, стр. 2",20
3330,45,18511570,1027739453390,3330,044525102,10/1/2012,"ЗАО ""Денизбанк Москва""","123022,  г. Москва, ул. 2-я Звенигородская, д. 13, стр. 42",25
3332,92,48701812,1021600000861,3332-К,049205201,10/1/2012,"ЗАО НКО ""Сетевая Расчетная Палата""","420111, г.Казань, ул. К.Маркса, д.5, оф.28,32",25
3333,45,18680159,1027739070259,3333,044525105,10/1/2012,"ЗАО ""КОММЕРЦБАНК (ЕВРАЗИЯ)""","119017,  г. Москва, Кадашевская набережная, д. 14/2",20
3335,45,18752611,1107711000077,3335-К,044583258,10/1/2012,"НКО ""Расчетная палата РТС"" (ЗАО)","125009, г. Москва, ул. Воздвиженка, д. 4/7, стр. 1",20
3338,45,18866059,1027739051988,3338,044525110,10/1/2012,"ЗАО ""КБ ДельтаКредит""","125009,  г. Москва, ул. Воздвиженка, д.4/7, стр.2",21
3339,03,51350428,1022300000580,3339,040349981,10/1/2012,"ЗАО ""ИБК""","350000, г. Краснодар, Центральный округ, ул. Северная/им.Янковского, дом №400/170",20
3340,45,18933034,1027739108649,3340,044525108,10/1/2012,"ОАО ""МСП Банк""","115035,  г. Москва, ул. Садовническая, д. 79",20
3341,47,48209382,1035100260579,3341-К,044705301,10/1/2012,"ООО НКО ""Мурманский расчетный центр""","183071, г. Мурманск, ул. Старостина, 21",30
3342,45,18992812,1027739479987,3342-К,044583103,10/1/2012,"НКО ""ОРС"" (ОАО)","125445,  г. Москва, ул. Смольная, д. 22, строение 1",20
3343,45,52597125,1037711004011,3343-К,044579495,10/1/2012,"ЗАО НКО ""ПКД""","119019, г. Москва, ул. Волхонка, д.18/2",21
3344,45,52597303,1027739051130,3344,044585185,10/1/2012,"КБ ""МИА"" (ОАО)","107045, г. Москва, Селив?рстов переулок, дом 4, стр. 1",20
3346,37,51127417,1024500000898,3346-К,043735358,10/1/2012,"ОАО НКО ""Городской расчетный центр""","640002, г.Курган, ул. Гоголя, 109 А",20
3349,45,52750822,1027700342890,3349,044525111,10/1/2012,"ОАО ""Россельхозбанк""","119034, г. Москва, Гагаринский пер., д.3",25
3350,45,52812115,1037739365487,3350,044583138,10/1/2012,"ООО КБ ""Расчетный Дом""","115093, г. Москва, 1-й Павловский переулок, д.3",25
3351,45,54949060,1027739051757,3351,044599799,10/1/2012,"""РФИ БАНК"" ЗАО","105082, г. Москва, Переведеновский пер., д. 13, стр. 4",20
3353,45,56492624,1037739751224,3353-К,044585170,10/1/2012,"НКО ООО ""АРБ-ИНКАСС""","121099, г. Москва, Панфиловский переулок, д. 3",20
3354,45,55000731,1027739586291,3354,044599409,10/1/2012,"КБ ""Ренессанс Капитал"" (ООО)","115114, г. Москва, ул. Кожевническая, д. 14",25
3357,45,55001127,1027700493589,3357,044583898,10/1/2012,"ООО КБ ""Регионфинансбанк""","115172, г. Москва, ул. Гончарная, д. 38, стр. 2",20
3359,45,55001073,1027739627750,3359,044579435,10/1/2012,"ООО КБ ""НР Банк""","101000, г. Москва, ул. Большая Лубянка, д. 22",25
3360,03,55951900,1022300000029,3360,040349516,10/1/2012,"ОАО ""Крайинвестбанк""","350063, Краснодарский край, город Краснодар, улица  Мира,  дом 34",20
3364,45,56693305,1027739094613,3364,044599427,10/1/2012,"КБ ""КБР БАНК"" (ООО)","123317, г. Москва, Шмитовский проезд, дом 18А, строение 1",30
3365,45,56641478,1107711000066,3365,044599951,10/1/2012,"КБ ""Москоммерцбанк"" (ОАО)","125284, г. Москва, ул. Беговая, д. 3, стр. 1, эт. 21-22",30
3367,45,56614079,1027700141490,3367,044599625,10/1/2012,"ООО КБ ""РБС""","125040, г. Москва, 3-я улица Ямского поля, д. 18",20
3368,45,56657657,1097711000078,3368,044583503,10/1/2012,"ОАО ""СМП Банк""","115035, г. Москва, ул. Садовническая, д. 71, стр. 11",30
3370,45,56612117,1027739140220,3370,044585428,10/1/2012,"ООО КБ ""МК Банк""","109044, г. Москва, ул. Крутицкий Вал, д. 14",20
3371,45,56658214,1037700111679,3371-К,044583290,10/1/2012,"ООО НКО ""Рапида""","125190, г. Москва, ул. Усиевича, д. 20, корп. 2",20
3373,45,56657746,1037739295736,3373,044599993,10/1/2012,"""РЕГНУМ БАНК"" (ООО)","115184, г. Москва, ул. Пятницкая, д. 55/25, стр. 4",20
3378,45,17023028,1027700406733,3378,044599810,10/1/2012,"ООО КБ ""ПРАДО-БАНК""","119146, г. Москва, Комсомольский проспект. д.32",20
3379,45,17024499,1027739553753,3379,044585435,10/1/2012,"КБ ""Максима"" (ООО)","105118, г. Москва, ул. Вольная, д.13",25
3380,70,,1027100002687,3380,047003710,10/1/2012,"КБ ""Тульский Расчетный Центр"" (ОАО)","300034, г.Тула,  ул. Лейтейзена, 12-б",20
3381,38,57460307,1024600004252,3381-К,043807305,10/1/2012,"НКО ""Первый земельный РЦ"" (ООО)","305016, Курская область, г. Курск, ул. Павлуновского, 1",20
3383,45,,1027739510908,3383-К,044579474,10/1/2012,"НКО ""Евроинвест"" (ООО)","127015, г. Москва, ул. Бутырская, д. 76, строение 4",20
3384,45,,1027739007218,3384,044583376,10/1/2012,"""Дил-банк"" (ООО)","125284, г. Москва, Ленинградский проспект, д. 31А, стр. 1",30
3385,45,,1087711000090,3385,044525887,10/1/2012,"КБ ""КРК"" (ОАО)","123317, г. Москва, ул. Тестовская, дом 10, этаж 12",20
3386,45,,1037739608697,3386-К,044579980,10/1/2012,"ООО ""НРК""","119313, г. Москва, Ленинский проспект, д. 89/2",20
3388,45,58127892,1087711000013,3388,044583848,10/1/2012,"ОАО ""Банк Финсервис""","121151, г. Москва, Набережная Тараса Шевченко, д. 23 ""А""",30
3390,45,58221378,1037739058180,3390,044525512,10/1/2012,"""Натиксис Банк (ЗАО)""","125047, г. Москва, ул. 1-ая Тверская-Ямская, д. 23, стр. 1",20
3393,45,52512494,1020700000310,3393,044552668,10/1/2012,"КБ ""РИАЛ-КРЕДИТ"" (ООО)","127055, г. Москва, ул. Палиха, д. 13/1, стр. 1",20
3395,45,58222359,1027739877857,3395,044525502,10/1/2012,"""Банк ""МБА-МОСКВА"" ООО","125009, г. Москва, ул. Тверская, д. 6, стр. 2",20
3396,45,,1027739669726,3396,044525184,10/1/2012,"ЗАО ""МБ Банк""","105062, г. Москва, ул. Машкова, д. 9/1",20
3397,45,58459758,1027739066739,3397,044583711,10/1/2012,"КБ ""ССтБ"" (ООО)","119296, г. Москва, Ломоносовский проспект, д. 18",20
3398,45,58412523,1027700051390,3398,044583521,10/1/2012,"ООО ""Спартак-Банк""","123001, г. Москва, Вспольный переулок, д. 5, стр.1",20
3399,45,,1037739033518,3399,044585455,10/1/2012,"КБ ""Природа"" (ООО)","115162, г. Москва, ул. Лестева, дом 18",30
3400,45,58494515,1027739287333,3400-К,044579373,10/1/2012,"РНКО ""ЦМР"" (ООО)","119313, г. Москва, Ленинский проспект, д. 89/2",30
3401,36,59327375,1026300001947,3401,043678783,10/1/2012,"КБ ""РТС-Банк"" (ЗАО)","445054, Самарская обл., г.Тольятти, ул.Мира, 135",25
3403,45,,1027739028855,3403,044585466,10/1/2012,"ЗАО КБ ""РУСНАРБАНК""","107140, г. Москва, ул. Верхняя Красносельская, дом 11 А, строение 1",20
3404,45,58528094,1027700427226,3404,044583571,10/1/2012,"ООО ""Трастовый Республиканский Банк""","115280, г. Москва, ул. Автозаводская, д. 5",30
3407,45,,1027700045780,3407,044525185,10/1/2012,"""БНП ПАРИБА"" ЗАО","125047, г. Москва, ул. Лесная, д. 5",20
3408,45,58248093,1025000006459,3408,044552746,10/1/2012,"ЗАО ""СМАРТБАНК""","127220, г. Москва, ул. Писцовая, д. 13 ""а""",30
3413,78,,1027600000251,3413,047897756,10/1/2012,"КБ ""РБА"" (ООО)","152151, Ярославская область, г.Ростов, ул.Пролетарская, 22.",25
3415,45,59012984,1027739312589,3415,044552724,10/1/2012,"ООО ""Банк РСИ""","115184, г. Москва, ул. Малая Ордынка, д. 35, стр. 1, подъезд 2",20
3416,45,59056622,1027739042143,3416,044583488,10/1/2012,"ООО ""Унифондбанк""","127473, г. Москва, 1-ый Волконский переулок, дом 13",20
3417,45,59055502,1027700047715,3417,044585487,10/1/2012,"КБ ""Новый век"" (ООО)","115093, г. Москва, ул. Щипок, д. 4, стр. 1",20
3418,45,59047445,1027739547549,3418,044583289,10/1/2012,"КБ ""ВЕБРР"" (ООО)","119017, г. Москва, ул. Большая Ордынка, д. 37/4, стр. 1",20
3420,45,59126802,1027744001438,3420-К,044583475,10/1/2012,"ЗАО НКО ""Частный РКЦ""","101000, г. Москва, ул. Мясницкая, д. 14/2, стр. 1",20
3421,45,,1027744002670,3421,044585498,10/1/2012,"ООО КБ ""Национальный стандарт""","119017, г. Москва, ул. Большая Ордынка, д. 52",25
3422,45,59718514,1027744002989,3422,044583653,10/1/2012,"АКБ ""НАЦКОРПБАНК"" ОАО","123557, г. Москва, Электрический переулок, дом 3/10, стр. 1",30
3423,45,,1027744004617,3423,044579555,10/1/2012,"""Миллениум Банк"" (ЗАО)","129090, г. Москва, Протопоповский переулок, дом 19, строение 10",30
3427,45,,1027744004903,3427-К,044585503,10/1/2012,"НКО ""Русское финансовое общество"" (ООО)","117418, г. Москва, ул. Гарибальди, д.36",20
3430,40,,1027800015209,3430-К,044030304,10/1/2012,"ЗАО НКО РКЦ ""КЛИРИНГОВЫЙ ДОМ""","192029, г. Санкт-Петербург, ул. Ольги Берггольц,  д. 11, литер А, помещение 2Н, комната 3",20
3433,45,14244869,1037711002284,3433,044579222,10/1/2012,"ООО КБ ""Стар Альянс""","115280,  г. Москва, ул. Автозаводская, д. 5",20
3434,45,14284024,1097711000122,3434,044585512,10/1/2012,"""РИАБАНК"" (ЗАО)","127055, Москва, Вадковский пер., д. 5, стр. 1",20
